Fixed_acidity Volatile_acidity Critic_acid Residual_sugar Chlorides Free_sulfur_dioxide Total_sulfur_dioxide Density pH Sulphates Alcohol Class
7	0.26	0.59	1.4	0.037	40	120	0.9918	3.34	0.41	11.1	good
6.9	0.3	0.25	3.3	0.041	26	124	0.99428	3.18	0.5	9.3	bad
5.6	0.25	0.19	2.4	0.049	42	166	0.992	3.25	0.43	10.4	bad
7.4	0.32	0.55	16.6	0.056	53	238	1.0017	2.96	0.58	8.7	bad
7	0.17	0.31	4.8	0.034	34	132	0.9944	3.36	0.48	9.6	good
5.7	0.22	0.33	1.9	0.036	37	110	0.98945	3.26	0.58	12.4	bad
6.9	0.19	0.35	1.7	0.036	33	101	0.99315	3.21	0.54	10.8	good
7.4	0.25	0.37	6.9	0.02	14	93	0.9939	3	0.48	10.7	good
6	0.2	0.26	6.8	0.049	22	93	0.9928	3.15	0.42	11	bad
6.2	0.29	0.32	3.6	0.026	39	138	0.9892	3.31	0.37	13.1	good
7.7	0.16	0.41	1.7	0.048	60	173	0.9932	3.24	0.66	11.2	good
5.9	0.46	0.14	2.7	0.042	27	160	0.9931	3.46	0.51	10.6	good
7.3	0.4	0.26	5.45	0.016	26	90	0.98951	2.84	0.54	13.2	good
7.4	0.13	0.39	4.7	0.042	36	137	0.995	3.36	0.56	10.3	good
8.4	0.17	0.31	6.7	0.038	29	132	0.9945	3.1	0.32	10.6	good
6.6	0.23	0.32	1.5	0.041	8	72	0.98949	3.22	0.39	12.7	bad
7.8	0.3	0.74	1.8	0.033	33	156	0.991	3.29	0.52	12.8	bad
6	0.2	0.38	1.3	0.034	37	104	0.98865	3.11	0.52	12.7	bad
6.7	0.48	0.32	1.4	0.021	22	121	0.9889	3.15	0.53	12.7	good
6.3	0.33	0.42	17.2	0.037	57	170	0.99884	3.26	0.57	9.4	bad
6.4	0.5	0.2	2.4	0.059	19	112	0.99314	3.18	0.4	9.2	bad
6.3	0.23	0.31	1.5	0.022	11	82	0.9892	3.3	0.4	12.9	good
6.4	0.16	0.28	2.2	0.042	33	93	0.9914	3.31	0.43	11.1	bad
7.3	0.22	0.4	14.75	0.042	44.5	129.5	0.9998	3.36	0.41	9.1	good
6.6	0.17	0.28	1.1	0.034	55	108	0.98939	3	0.52	11.9	good
6.5	0.29	0.3	9.15	0.051	25	166	0.99339	3.24	0.56	11.33333333	bad
6	0.32	0.3	1.3	0.025	18	112	0.98802	3.07	0.64	13.3	good
7.3	0.22	0.26	1.5	0.04	32	172	0.99194	3.27	0.48	11.2	bad
7.1	0.23	0.23	3.5	0.038	23	112	0.99157	3.05	0.37	11.36666667	bad
5.7	0.21	0.37	4.5	0.04	58	140	0.99332	3.29	0.62	10.6	bad
5.6	0.255	0.57	10.7	0.056	66	171	0.99464	3.25	0.61	10.4	good
7.1	0.2	0.36	11.6	0.042	45	124	0.997	2.92	0.59	9.5	good
7	0.23	0.42	5.1	0.042	37	144	0.99518	3.5	0.59	10.2	bad
7.1	0.29	0.28	9.3	0.048	50	141	0.9949	3.13	0.49	10.3	bad
7.3	0.21	0.49	1.8	0.038	44	152	0.9912	3.32	0.44	12.6	good
6.3	0.26	0.25	5.2	0.046	11	133	0.99202	2.97	0.68	11	bad
7.9	0.37	0.31	2.85	0.037	5	24	0.9911	3.19	0.36	11.9	bad
6.8	0.16	0.29	10.4	0.046	59	143	0.99518	3.2	0.4	10.8	bad
6.8	0.26	0.48	6.2	0.049	55	182	0.99582	3.21	0.45	9.4	bad
6.9	0.24	0.23	7.1	0.041	20	97	0.99246	3.1	0.85	11.4	bad
6.45	0.14	0.42	1.2	0.05	51	129	0.99116	3.27	0.69	11.1	good
6	0.21	0.34	2	0.042	63	123	0.99052	3.44	0.42	11.4	bad
7.6	0.22	0.28	12	0.056	68	143	0.9983	2.99	0.3	9.2	bad
6.2	0.17	0.28	4.7	0.037	39	133	0.9931	3.41	0.46	10.8	good
7.4	0.18	0.34	2.7	0.03	30	107	0.992	2.97	0.53	11	bad
6.8	0.37	0.67	1.5	0.175	16	98	0.99244	3.06	0.56	10.3	bad
7.4	0.16	0.3	13.7	0.056	33	168	0.99825	2.9	0.44	8.7	good
8	0.17	0.29	2.4	0.029	52	119	0.98944	3.03	0.33	12.9	bad
7.1	0.33	0.25	1.6	0.03	25	126	0.9901	3.22	0.34	12.1	good
6.3	0.2	0.24	1.7	0.052	36	135	0.99374	3.8	0.66	10.8	bad
6.8	0.27	0.3	13	0.047	69	160	0.99705	3.16	0.5	9.6	bad
8	0.3	0.28	5.7	0.044	31	124	0.9948	3.16	0.51	10.2	bad
6.1	0.16	0.29	6	0.03	29	144	0.99474	3.68	0.46	10.7	bad
8.1	0.12	0.49	1.2	0.042	43	160	0.9934	3.13	0.48	9.7	bad
7.2	0.37	0.15	2	0.029	27	87	0.9903	3.3	0.59	12.6	good
6.7	0.26	0.29	5.8	0.025	26	74	0.9929	3.28	0.53	11	bad
6.5	0.24	0.28	1.1	0.034	26	83	0.98928	3.25	0.33	12.3	bad
6.4	0.22	0.34	1.4	0.023	56	115	0.98958	3.18	0.7	11.7	bad
6.3	0.32	0.35	11.1	0.039	29	198	0.9984	3.36	0.5	9.4	good
6.9	0.28	0.28	12.2	0.042	52	139	0.99522	3.03	0.56	10.4	bad
6.4	0.14	0.31	1.2	0.034	53	138	0.99084	3.38	0.35	11.5	good
6.9	0.28	0.31	7.2	0.04	47	168	0.9946	3.29	0.57	10.6	good
5.2	0.34	0.37	6.2	0.031	42	133	0.99076	3.25	0.41	12.5	bad
6.4	0.3	0.36	2	0.052	18	141	0.99273	3.38	0.53	10.5	bad
5.6	0.18	0.27	1.7	0.03	31	103	0.98892	3.35	0.37	12.9	bad
7.2	0.2	0.3	2	0.039	43	188	0.9911	3.3	0.41	12	bad
6.8	0.475	0.33	3.95	0.047	16	81	0.98988	3.23	0.53	13.4	good
6.2	0.33	0.41	16.8	0.037	58	173	0.99882	3.25	0.57	9.4	bad
7	0.2	0.34	2.1	0.049	12	136	0.9922	3.25	0.46	11.6	good
6.8	0.24	0.34	5.1	0.038	31	99	0.9921	3.24	0.46	11.8	bad
7.3	0.28	0.54	12.9	0.049	62	162.5	0.9984	3.06	0.45	9.1	bad
6.8	0.23	0.3	1.7	0.043	19	95	0.99207	3.17	0.46	10.7	good
8.4	0.2	0.38	11.8	0.055	51	170	1.0004	3.34	0.82	8.9	bad
6.5	0.37	0.3	2.2	0.033	39	107	0.98894	3.22	0.53	13.5	good
7.1	0.17	0.4	14.55	0.047	47	156	0.99945	3.34	0.78	9.1	bad
6.9	0.18	0.36	1.3	0.036	40	117	0.9934	3.27	0.95	9.5	good
6.2	0.41	0.22	1.9	0.023	5	56	0.98928	3.04	0.79	13	good
6.8	0.18	0.28	9.8	0.039	29	113	0.99406	3.11	0.45	10.9	good
7.3	0.28	0.54	12.9	0.049	62	162.5	0.9984	3.06	0.45	9.1	bad
7.5	0.16	0.38	12.7	0.043	70.5	163	0.99706	3.15	0.82	10.4	good
